"Age","kmDriven","Transmission","Owner","FuelType","AskPrice","LogAskPrice","isLuxury","kmPerYear","Brand_model"
6,95000,2,2,1,545000,13.2085410736454,0,15833.3333333333,360
7,33000,1,2,3,375000,12.8346813049525,0,4714.28571428571,306
6,96000,2,2,1,1550000,14.2537654888954,0,16000,121
18,98000,1,2,3,225000,12.3238556811866,0,5444.44444444444,77
8,101500,2,2,3,245000,12.4090134895269,0,12687.5,186
7,76654,1,1,3,775000,13.5606183083355,0,10950.5714285714,386
12,69000,2,2,3,315000,12.6603279178078,0,5750,219
5,16000,1,2,3,1250000,14.0386541092785,0,3200,268
5,38000,1,2,3,950000,13.7642172635767,0,7600,90
6,53200,1,1,1,890000,13.6989767417083,0,8866.66666666667,224
9,52500,1,1,3,1550000,14.2537654888954,1,5833.33333333333,4
5,76000,1,1,1,735000,13.507625778195,0,15200,224
4,54000,2,1,3,1090000,13.9016882542053,0,13500,90
11,35000,1,2,1,1745000,14.3722651136187,0,3181.81818181818,128
7,95000,2,2,3,5e+05,13.1223633774043,0,13571.4285714286,292
3,29168,1,1,1,2600000,14.7710220029917,0,9722.66666666667,115
5,140000,2,1,1,490000,13.1021606700868,0,28000,354
5,21000,2,1,3,675000,13.4224679698547,0,4200,190
11,56000,2,2,3,185000,12.1281111040605,0,5090.90909090909,103
2,33000,1,1,1,1835000,14.4225550394708,0,16500,90
8,84100,2,2,3,645000,13.3770055957779,0,10512.5,97
10,98000,2,1,1,445000,13.0058295611484,0,9800,213
7,73000,1,1,3,590000,13.2878778158819,0,10428.5714285714,74
9,118000,2,2,1,875000,13.6819791653398,0,13111.1111111111,90
6,43000,1,2,1,2350000,14.6699258861203,1,7166.66666666667,243
4,76500,2,1,3,1075000,13.8878312195439,0,19125,97
4,105000,2,2,3,310000,12.6443275764613,0,26250,186
14,82000,2,2,3,135000,11.8130300574206,0,5857.14285714286,185
11,43000,2,1,3,390000,12.8739020181058,0,3909.09090909091,210
13,49000,2,1,1,424000,12.9574887342141,0,3769.23076923077,365
7,81000,1,1,3,699000,13.4574060212159,0,11571.4285714286,74
7,85000,1,1,1,750000,13.5278284855125,0,12142.8571428571,385
7,45000,1,2,3,14500000,16.4896592073908,1,6428.57142857143,249
6,83000,1,2,1,940000,13.7536351542462,0,13833.3333333333,303
5,87000,2,1,1,1050000,13.8643007221337,0,17400,118
1,34000,1,1,1,1950000,14.4833399305399,0,34000,90
8,70000,2,1,1,751000,13.5291609307463,0,8750,199
8,40000,2,1,3,625000,13.3455069287185,0,5000,74
3,1e+05,1,1,1,1450000,14.1870741143968,0,33333.3333333333,88
9,85000,1,1,3,1395000,14.1484049732376,1,9444.44444444445,247
7,110000,1,1,1,1495000,14.2176367648069,0,15714.2857142857,383
3,18000,1,1,3,990000,13.8054602221108,0,6000,176
8,99344,2,2,1,570000,13.2533916398107,0,12418,178
2,65000,1,1,1,2090000,14.552674623941,0,32500,342
11,73500,2,2,3,370000,12.8212582846204,0,6681.81818181818,219
7,75000,1,2,3,675000,13.4224679698547,0,10714.2857142857,196
7,81000,1,1,1,790000,13.5797882244432,0,11571.4285714286,328
9,45100,2,1,3,157000,11.9640010843304,0,5011.11111111111,212
3,54000,1,1,1,1495000,14.2176367648069,0,18000,342
6,54000,2,2,3,895000,13.704578997257,0,9000,90
11,61000,1,1,3,410000,12.9239124386805,0,5545.45454545455,381
5,51000,2,1,3,521000,13.1635053207355,0,10200,100
4,65000,2,2,3,1125000,13.9332935936207,0,16250,268
7,49600,2,1,3,665000,13.407542319638,0,7085.71428571429,319
2,50000,2,1,1,1200000,13.9978321147582,0,25000,118
2,39000,2,1,1,1450000,14.1870741143968,0,19500,171
14,149728.625,2,1,1,1249000,14.0378537891077,0,10694.9017857143,363
9,76000,2,2,3,425000,12.9598444479066,0,8444.44444444445,303
9,71000,1,2,3,395000,12.8866410438833,0,7888.88888888889,319
7,29500,1,2,1,2150000,14.5809784001038,1,4214.28571428571,8
8,63210,2,1,3,421000,12.9503881126645,0,7901.25,81
3,35000,1,1,1,1735000,14.3665179713631,0,11666.6666666667,135
13,82000,2,1,3,230000,12.3458345879053,0,6307.69230769231,77
15,97000,2,2,3,250000,12.4292161968444,0,6466.66666666667,38
7,41000,1,1,3,465000,13.0497926845695,0,5857.14285714286,181
5,31900,1,2,3,2650000,14.7900701979624,0,6380,277
5,22000,1,2,3,1195000,13.9936567433477,0,4400,135
7,104000,1,2,1,2200000,14.6039679183285,1,14857.1428571429,27
6,85000,2,2,1,625000,13.3455069287185,0,14166.6666666667,151
1,5000,1,1,1,2950000,14.897315728316,0,5000,179
1,30000,1,1,1,9700000,16.0876364434736,1,30000,257
5,50000,2,1,3,975000,13.79019274998,0,10000,90
9,65000,2,1,3,375000,12.8346813049525,0,7222.22222222222,72
10,9000,2,2,1,320000,12.6760762747759,0,900,213
12,76532,1,2,1,950000,13.7642172635767,1,6377.66666666667,11
12,62000,2,1,1,369000,12.8185519230227,0,5166.66666666667,213
6,20,1,2,1,670000,13.4150329913671,0,3.33333333333333,154
14,65000,1,1,1,489000,13.100117768457,1,4642.85714285714,17
2,39000,1,1,1,750000,13.5278284855125,0,19500,311
6,93000,1,1,1,2199000,14.6035132695369,1,15500,62
7,67000,1,1,3,790000,13.5797882244432,0,9571.42857142857,90
11,57000,1,1,1,1200000,13.9978321147582,1,5181.81818181818,17
8,94000,1,2,3,305000,12.6280670555895,0,11750,193
8,92000,1,2,1,3e+06,14.9141228466324,1,11500,27
9,71000,2,2,1,375000,12.8346813049525,0,7888.88888888889,193
7,72431,1,2,1,1049000,13.8633478873784,0,10347.2857142857,115
12,95000,2,1,1,545000,13.2085410736454,0,7916.66666666667,165
1,19000,1,1,1,3950000,15.1892261368773,0,19000,363
9,80000,2,2,3,430000,12.9715404876697,0,8888.88888888889,193
12,95000,1,2,1,1449000,14.1863842213028,1,7916.66666666667,251
8,94100,2,1,1,1835000,14.4225550394708,0,11762.5,366
4,90000,1,1,1,3150000,14.9629130108018,1,22500,62
9,125000,1,1,1,1125000,13.9332935936207,0,13888.8888888889,363
7,77000,2,1,3,770000,13.5541457938299,0,11000,90
7,65000,1,2,1,2785000,14.8397584313435,1,9285.71428571429,255
0,4200,1,1,1,2125000,14.5692823603407,0,Inf,327
13,135000,2,2,1,225000,12.3238556811866,1,10384.6153846154,64
16,71000,2,2,3,250000,12.4292161968444,0,4437.5,118
2,20000,1,1,1,2150000,14.5809784001038,0,10000,327
7,32600,1,2,3,1750000,14.3751263458997,1,4657.14285714286,253
4,48100,2,1,1,1250000,14.0386541092785,0,12025,165
11,107565,2,2,3,425000,12.9598444479066,0,9778.63636363636,74
5,55000,1,2,1,3475000,15.061105036981,0,11000,363
5,74576,2,1,1,640000,13.3692234553359,0,14915.2,339
10,75000,2,1,3,475000,13.0710700830168,0,7500,196
4,45124,2,1,3,650000,13.3847276418718,0,11281,190
6,78000,2,2,1,625000,13.3455069287185,0,13000,93
13,65321,2,2,1,219101,12.2972880896991,0,5024.69230769231,360
5,149728.625,1,1,1,1535000,14.2440409390034,0,29945.725,124
8,46000,1,2,3,450000,13.0170028617465,0,5750,81
12,63000,2,1,3,199000,12.2010601037066,0,5250,185
10,65000,2,2,3,275000,12.5245263766487,0,6500,213
7,88000,2,2,3,410000,12.9239124386805,0,12571.4285714286,206
9,85000,1,2,1,610000,13.3212142361495,1,9444.44444444445,6
9,71000,2,2,3,498000,13.1183553560068,0,7888.88888888889,74
6,65000,2,1,1,650000,13.3847276418718,0,10833.3333333333,218
8,81000,2,1,1,690000,13.4444468765734,0,10125,178
15,40000,1,1,3,1e+06,13.8155105579643,1,2666.66666666667,24
4,70000,1,1,1,1550000,14.2537654888954,0,17500,135
5,75000,1,1,1,5475000,15.5157028336668,1,15000,265
7,96000,2,2,1,675000,13.4224679698547,0,13714.2857142857,343
9,149728.625,1,2,1,1450000,14.1870741143968,0,16636.5138888889,363
6,82000,2,2,3,650000,13.3847276418718,0,13666.6666666667,74
7,129000,2,1,1,539000,13.1974708498911,0,18428.5714285714,218
1,19500,1,2,1,4370000,15.2902735670718,0,19500,363
12,1e+05,2,2,3,2e+05,12.2060726455302,0,8333.33333333333,187
9,104771,1,2,1,450000,13.0170028617465,0,11641.2222222222,386
12,149728.625,2,1,1,85000,11.3504065354725,0,12477.3854166667,330
7,49000,1,2,3,430000,12.9715404876697,0,7000,350
7,70000,2,2,3,685000,13.4371741172444,0,10000,74
3,35213,1,1,3,1095000,13.9062649212327,0,11737.6666666667,135
12,59695,1,2,1,1545000,14.250534468314,1,4974.58333333333,247
10,23,1,2,1,375000,12.8346813049525,0,2.3,219
8,45000,2,2,3,330000,12.7068479334427,0,5625,100
4,30000,2,1,3,775000,13.5606183083355,0,7500,339
5,31000,2,1,3,6e+05,13.3046849341983,0,6200,339
4,55000,1,2,3,1325000,14.0969230174025,0,13750,90
1,8500,1,1,3,1051000,13.8652526498591,0,8500,199
11,87312,2,1,1,349444,12.7640985989196,0,7937.45454545455,342
6,72000,1,2,3,530000,13.1806322855283,0,12000,190
14,126000,2,1,1,570000,13.2533916398107,0,9000,363
11,55000,1,2,1,785000,13.5734389967645,1,5000,6
8,148000,2,1,1,549000,13.2158537204917,0,18500,362
9,149728.625,1,2,1,1e+06,13.8155105579643,0,16636.5138888889,355
10,104600,2,2,1,449000,13.0147781667244,0,10460,376
5,35000,1,2,1,680000,13.4298480771523,0,7000,224
1,27002,1,1,3,2100002,14.5574488550742,0,27002,269
10,94500,1,2,1,2150000,14.5809784001038,1,9450,251
5,15000,1,2,1,2995000,14.9124547895317,0,3000,128
8,1,2,1,3,510000,13.1421660047005,0,0.125,218
8,90000,2,2,1,5e+05,13.1223633774043,0,11250,190
7,42000,2,2,3,490000,13.1021606700868,0,6000,219
15,36200,2,1,3,91500,11.4240942512636,0,2413.33333333333,112
6,98000,1,2,1,1650000,14.3162858458768,0,16333.3333333333,366
2,21000,1,1,1,2590000,14.7671684336757,0,10500,366
7,39000,1,2,1,2399999,14.6909788786514,1,5571.42857142857,26
12,75000,1,2,1,1975000,14.4960789563174,1,6250,27
4,34000,2,1,1,1075000,13.8878312195439,0,8500,135
15,18000,2,2,3,135000,11.8130300574206,0,1200,226
4,33000,2,2,1,1250000,14.0386541092785,0,8250,366
3,29336,2,1,1,2185000,14.5971263865118,0,9778.66666666667,327
13,90000,2,2,3,199000,12.2010601037066,0,6923.07692307692,81
10,53000,2,1,1,285000,12.5602444592508,0,5300,219
7,149728.625,2,2,1,550000,13.2176735572087,0,21389.8035714286,219
2,48000,1,1,1,2099999,14.5574474265031,0,24000,327
0,13000,1,1,3,1475000,14.2041685477561,0,Inf,316
6,67452,1,1,3,385000,12.8609986132699,0,11242,194
7,22000,1,2,3,2850000,14.8628295522448,0,3142.85714285714,278
8,145000,1,2,1,650000,13.3847276418718,0,18125,199
2,29000,1,1,1,10700000,16.1857542994321,1,14500,32
13,149728.625,2,1,1,149000,11.9117015849276,0,11517.5865384615,336
5,54500,1,1,1,1590000,14.2792445741964,0,10900,135
6,30000,1,1,1,3950000,15.1892261368773,1,5000,20
11,75000,1,2,3,470000,13.0604879736862,0,6818.18181818182,380
5,45000,1,1,3,649999,13.3847261034091,0,9000,71
3,78000,1,1,1,1550000,14.2537654888954,0,26000,130
12,144600,2,2,1,650000,13.3847276418718,0,12050,365
9,149728.625,2,2,1,920000,13.7321289490252,0,16636.5138888889,365
7,58000,1,1,3,2750000,14.8271114696428,1,8285.71428571429,8
11,149728.625,1,1,1,325000,12.6915804613119,0,13611.6931818182,154
11,65000,1,2,3,315000,12.6603279178078,0,5909.09090909091,319
1,15000,1,1,1,24700000,17.0223138015982,0,15000,368
10,65000,2,1,3,160000,11.982929094216,0,6500,357
6,22000,2,1,3,290000,12.5776362019627,0,3666.66666666667,186
11,72000,1,2,1,485000,13.0919041699196,0,6545.45454545455,118
6,126000,2,1,1,570000,13.2533916398107,0,21000,386
9,125350,2,2,1,650000,13.3847276418718,0,13927.7777777778,118
4,23000,1,1,3,599000,13.3030168770976,0,5750,303
7,120000,2,2,1,690000,13.4444468765734,0,17142.8571428571,74
10,50000,1,2,1,2150000,14.5809784001038,1,5000,11
6,31000,2,1,3,419000,12.9456261989043,0,5166.66666666667,206
9,149728.625,1,2,1,1875000,14.4441192173866,0,16636.5138888889,363
4,45000,2,1,3,525000,13.1711535415738,0,11250,218
5,56000,2,2,3,450000,13.0170028617465,0,11200,288
10,86000,1,2,1,1325000,14.0969230174025,0,8600,363
8,49000,2,2,1,495000,13.1123130415508,0,6125,118
4,58000,2,2,3,950000,13.7642172635767,0,14500,118
7,87000,2,1,3,460000,13.0389817684653,0,12428.5714285714,210
11,49200,2,1,1,550000,13.2176735572087,0,4472.72727272727,178
3,21000,1,1,3,8050000,15.9011826493947,1,7000,29
1,10000,1,1,3,4450000,15.3084146541424,0,10000,356
18,149728.625,2,2,1,270000,12.5061772379805,0,8318.25694444445,365
8,63000,2,2,1,415000,12.9360337992128,0,7875,303
7,32600,1,2,3,1750000,14.3751263458997,1,4657.14285714286,253
9,31000,2,2,3,465000,13.0497926845695,0,3444.44444444444,213
6,90000,1,1,1,565000,13.2445810101286,0,15000,206
7,42000,2,1,1,849999,13.6529904519952,0,6000,224
12,1e+05,2,2,1,125000,11.7360690162844,0,8333.33333333333,333
16,149728.625,2,2,1,225000,12.3238556811866,0,9358.0390625,44
3,72000,2,1,1,725000,13.4939269338368,0,24000,85
12,70000,1,1,1,1100000,13.9108207377686,1,5833.33333333333,26
12,149728.625,2,1,3,175000,12.0725412529057,0,12477.3854166667,226
17,75000,2,2,3,165000,12.0137007528827,0,4411.76470588235,226
14,78000,2,2,3,190000,12.1547793511426,0,5571.42857142857,219
8,95000,2,2,1,490000,13.1021606700868,0,11875,104
1,11000,1,1,3,815000,13.610943392223,0,11000,218
3,35000,2,1,3,750000,13.5278284855125,0,11666.6666666667,215
10,61000,1,1,1,499000,13.1203613747337,0,6100,110
6,85000,1,2,1,2200000,14.6039679183285,1,14166.6666666667,390
6,32000,2,1,1,865000,13.670484785914,1,5333.33333333333,61
2,40400,1,1,3,1451000,14.1877635318663,0,20200,320
9,115000,2,2,1,465000,13.0497926845695,0,12777.7777777778,218
2,7200,2,1,3,6500000,15.6873127348659,0,3600,341
4,49000,2,2,1,390000,12.8739020181058,0,12250,182
7,71000,2,2,3,499000,13.1203613747337,0,10142.8571428571,93
12,69000,1,2,1,649000,13.3831879956862,1,5750,17
13,110000,2,1,3,320000,12.6760762747759,0,8461.53846153846,74
9,92000,1,2,1,1450000,14.1870741143968,0,10222.2222222222,129
2,39500,1,1,3,1290000,14.0701527763379,0,19750,316
8,58933,1,2,3,8999999,16.0127350241894,1,7366.625,262
11,99000,2,2,3,255000,12.4490188241406,0,9000,103
6,10500,1,2,3,375000,12.8346813049525,0,1750,189
5,120000,2,1,1,640000,13.3692234553359,0,24000,339
9,72000,1,2,3,1475000,14.2041685477561,0,8000,277
1,13000,1,1,3,920000,13.7321289490252,0,13000,202
3,45000,2,1,3,1370000,14.1303212978043,0,15000,171
10,149728.625,1,1,1,1340000,14.1081801719271,0,14972.8625,363
6,53000,2,2,3,499000,13.1203613747337,0,8833.33333333333,104
7,44000,1,2,3,425000,12.9598444479066,0,6285.71428571429,193
11,89000,1,2,1,899000,13.7090383134538,1,8090.90909090909,243
12,87000,1,2,1,1050000,13.8643007221337,1,7250,12
6,27800,1,1,1,849000,13.6518144652935,0,4633.33333333333,215
7,62000,1,1,3,535000,13.1900220258781,0,8857.14285714286,210
20,149728.625,2,2,3,124000,11.7280368445872,0,7486.43125,76
8,93000,2,1,1,685000,13.4371741172444,0,11625,224
3,37000,1,1,3,1150000,13.9552725003394,0,12333.3333333333,74
11,51000,2,2,3,250000,12.4292161968444,0,4636.36363636364,103
10,98000,2,2,3,245000,12.4090134895269,0,9800,187
4,65000,1,1,3,1375000,14.1339642890828,0,16250,268
6,112000,2,2,1,799000,13.5911162247484,0,18666.6666666667,328
7,53000,1,1,1,850000,13.6529916284665,0,7571.42857142857,90
8,120000,1,1,1,590000,13.2878778158819,0,15000,319
7,69000,1,2,3,785000,13.5734389967645,0,9857.14285714286,90
8,79000,2,1,3,380000,12.8479265317026,0,9875,226
8,63000,2,2,1,675000,13.4224679698547,0,7875,199
9,68000,1,2,3,1699000,14.3455504006541,1,7555.55555555556,243
8,75000,1,2,1,1795000,14.4005155799045,1,9375,19
3,9110,1,1,3,895000,13.704578997257,0,3036.66666666667,370
1,24000,1,1,3,1640000,14.3102067998004,0,24000,266
5,71000,2,1,1,1215000,14.0102546347568,0,14200,135
3,41000,2,1,3,1050000,13.8643007221337,0,13666.6666666667,90
1,35000,2,1,3,1275000,14.0584567365747,0,35000,204
3,38000,2,1,3,750000,13.5278284855125,0,12666.6666666667,190
7,60000,2,1,3,665000,13.407542319638,0,8571.42857142857,380
4,16000,1,1,3,1385000,14.1412106976036,0,4000,135
6,62000,1,2,3,675000,13.4224679698547,0,10333.3333333333,339
9,74000,2,2,1,390000,12.8739020181058,0,8222.22222222222,219
2,41000,2,1,3,640000,13.3692234553359,0,20500,190
10,48000,2,2,3,470000,13.0604879736862,0,4800,82
6,110000,2,1,3,585000,13.279367126214,0,18333.3333333333,190
4,40000,1,1,3,1321111,14.0939836072265,0,10000,268
5,21000,1,1,1,3600000,15.0964444034263,1,4200,247
9,75000,1,2,1,595000,13.2963166845278,0,8333.33333333333,90
1,3,2,1,3,760000,13.5410737122625,0,3,218
4,69000,1,1,1,3900000,15.1764871110999,1,17250,254
5,62000,2,2,1,910000,13.721199878493,0,12400,92
1,11000,1,1,3,5100000,15.4447510976946,1,11000,8
17,82000,2,2,3,150000,11.9183905730784,0,4823.52941176471,103
11,112000,2,1,1,185000,12.1281111040605,0,10181.8181818182,34
5,55000,2,1,3,850000,13.6529916284665,0,11000,118
1,11000,2,1,3,1340000,14.1081801719271,0,11000,90
9,68000,2,1,1,745000,13.5211394973617,0,7555.55555555556,178
0,3500,2,1,3,820000,13.6170596192404,0,Inf,108
4,68000,2,1,1,1040000,13.8547312711176,0,17000,135
5,42000,2,1,1,9e+05,13.7101500423064,0,8400,116
5,52468,2,1,3,435000,12.9831013100708,0,10493.6,226
2,14000,1,1,3,1740000,14.3693956711907,0,7000,387
6,73182,1,1,1,3750000,15.1372663979466,1,12197,142
22,149728.625,2,2,3,110000,11.6082356447746,0,6805.84659090909,111
17,22,2,2,3,75000,11.2252433925184,0,1.29411764705882,185
15,112000,2,2,3,150000,11.9183905730784,0,7466.66666666667,103
7,16000,1,2,3,1050000,13.8643007221337,0,2285.71428571429,92
12,85000,2,2,3,290000,12.5776362019627,0,7083.33333333333,97
8,60000,2,1,3,359000,12.7910776674704,0,7500,218
7,45669,2,2,3,590000,13.2878778158819,0,6524.14285714286,362
13,62000,2,1,1,195000,12.1807548375459,0,4769.23076923077,36
5,39000,2,1,1,675000,13.4224679698547,0,7800,339
1,12000,1,1,3,1625000,14.301018373746,0,12000,135
7,110000,2,2,3,420000,12.9480099902596,0,15714.2857142857,71
10,80000,2,1,3,310000,12.6443275764613,0,8000,226
13,125000,2,2,1,650000,13.3847276418718,0,9615.38461538462,365
12,149728.625,2,2,1,775000,13.5606183083355,0,12477.3854166667,365
8,110000,1,2,1,1560000,14.2601963792257,0,13750,366
3,34000,1,1,1,1295000,14.0740212531158,0,11333.3333333333,136
12,84000,1,1,1,760000,13.5410737122625,1,7000,389
3,24745,1,2,3,1430000,14.1731850022361,0,8248.33333333333,268
4,47000,1,1,3,1350000,14.1156151504146,0,11750,268
10,149728.625,2,2,1,1080000,13.8924715991004,0,14972.8625,365
7,86000,2,2,1,650000,13.3847276418718,0,12285.7142857143,90
8,80400,1,2,1,3975000,15.1955353060706,1,10050,297
7,75000,2,1,1,670000,13.4150329913671,0,10714.2857142857,343
12,75000,1,1,1,1175000,13.9767787055604,1,6250,12
7,78000,2,1,1,750000,13.5278284855125,0,11142.8571428571,219
1,40000,1,1,1,4250000,15.2624295409006,0,40000,363
9,64000,1,2,1,6600000,15.7025802069967,1,7111.11111111111,143
5,79146,1,2,3,965000,13.7798833803211,0,15829.2,118
9,149728.625,1,2,3,850000,13.6529916284665,0,16636.5138888889,79
5,47110,2,2,3,769000,13.5528462484878,0,9422,199
6,29000,1,1,3,549000,13.2158537204917,0,4833.33333333333,218
6,18052,2,2,3,371000,12.8239573415896,0,3008.66666666667,226
3,39000,1,2,3,6875000,15.7434022015169,1,13000,300
9,89000,2,2,1,3e+05,12.6115377536383,0,9888.88888888889,100
4,26600,1,1,3,550000,13.2176735572087,0,6650,226
8,83316,2,2,1,535000,13.1900220258781,0,10414.5,219
15,95000,2,2,3,135000,11.8130300574206,0,6333.33333333333,212
12,134000,1,2,1,749000,13.5264942624994,1,11166.6666666667,26
15,94000,1,1,3,235000,12.3673407931263,0,6266.66666666667,74
20,120000,1,2,3,230000,12.3458345879053,0,6000,76
11,93000,2,2,1,140000,11.8493977015914,0,8454.54545454545,334
7,27000,2,1,1,1350000,14.1156151504146,0,3857.14285714286,178
4,34000,2,1,1,1399000,14.1512682536476,0,8500,165
8,66000,1,2,1,1900000,14.4573644441367,1,8250,243
11,49000,1,2,3,1950000,14.4833399305399,1,4454.54545454545,262
4,40000,2,2,3,550000,13.2176735572087,0,10000,93
12,76294,1,1,3,1180000,13.9810249964418,1,6357.83333333333,243
14,85000,1,2,3,599000,13.3030168770976,1,6071.42857142857,247
3,38000,2,1,1,1249000,14.0378537891077,0,12666.6666666667,90
2,56800,2,1,1,838000,13.6387733794642,0,28400,151
3,95000,2,2,1,1350000,14.1156151504146,0,31666.6666666667,135
13,149728.625,2,2,1,199000,12.2010601037066,0,11517.5865384615,175
21,1e+05,2,2,3,1e+05,11.5129254649702,0,4761.90476190476,232
5,105000,2,2,1,525000,13.1711535415738,0,21000,374
8,90000,2,2,3,380000,12.8479265317026,0,11250,157
5,57000,1,1,1,1580000,14.2729354050031,0,11400,366
12,125000,1,2,1,915000,13.7266793442577,1,10416.6666666667,261
11,50000,1,2,1,1150000,13.9552725003394,0,4545.45454545455,128
2,21000,1,1,1,2525111,14.7417955801214,0,10500,130
2,20000,1,2,1,1e+06,13.8155105579643,0,10000,339
6,75000,1,1,3,640000,13.3692234553359,1,12500,61
7,149728.625,1,2,3,799000,13.5911162247484,0,21389.8035714286,90
4,94000,2,1,1,1049000,13.8633478873784,1,23500,61
12,62000,2,2,3,320000,12.6760762747759,0,5166.66666666667,76
2,27000,1,1,1,4400000,15.2971150988885,0,13500,363
6,82000,1,1,1,795000,13.5860973936365,0,13666.6666666667,90
5,34000,1,1,3,875000,13.6819791653398,0,6800,339
10,68569,1,1,3,325000,12.6915804613119,0,6856.9,72
9,149728.625,1,1,1,1050000,13.8643007221337,0,16636.5138888889,363
12,149728.625,2,2,1,799999,13.5923657566493,0,12477.3854166667,365
9,88000,2,2,1,1150000,13.9552725003394,0,9777.77777777778,165
6,90000,2,2,1,9e+05,13.7101500423064,0,15000,92
9,63000,2,1,1,435000,12.9831013100708,0,7000,219
6,43258,2,1,1,751000,13.5291609307463,0,7209.66666666667,84
10,96000,1,2,1,850000,13.6529916284665,1,9600,243
14,86000,2,2,3,125000,11.7360690162844,0,6142.85714285714,232
4,23000,1,1,3,599000,13.3030168770976,0,5750,303
5,120000,2,1,1,995000,13.8104980161407,0,24000,178
9,82000,2,1,1,499000,13.1203613747337,0,9111.11111111111,343
14,80000,2,2,1,199000,12.2010601037066,0,5714.28571428571,118
4,149728.625,2,1,1,895000,13.704578997257,0,37432.15625,339
13,149728.625,1,2,1,4e+05,12.8992198260901,0,11517.5865384615,317
1,46000,2,1,3,725000,13.4939269338368,0,46000,108
27,28000,2,1,3,60000,11.0020998412042,0,1037.03703703704,183
2,79000,1,2,1,1650000,14.3162858458768,0,39500,135
3,32422,1,2,3,7499999,15.8304134451732,1,10807.3333333333,144
8,26000,2,2,3,275000,12.5245263766487,0,3250,186
4,29600,1,1,3,3345000,15.0229772515445,1,7400,26
16,88000,2,2,3,160000,11.982929094216,0,5500,186
7,80000,2,2,3,325000,12.6915804613119,0,11428.5714285714,349
7,149728.625,2,1,1,1445000,14.1836198795287,0,21389.8035714286,366
4,46000,2,1,3,655000,13.3923905146174,0,11500,218
5,58000,2,1,1,650000,13.3847276418718,0,11600,303
10,62000,2,2,1,250000,12.4292161968444,0,6200,226
5,120000,2,2,1,725000,13.4939269338368,0,24000,85
11,92203,1,2,1,2751000,14.8274750399067,1,8382.09090909091,251
12,88049,2,2,1,599999,13.3046832675302,0,7337.41666666667,378
9,63000,2,2,3,199999,12.2060676455177,0,7000,306
11,149728.625,2,2,1,875000,13.6819791653398,0,13611.6931818182,365
8,96000,2,1,1,750000,13.5278284855125,0,12000,178
14,50000,2,2,3,49000,10.7995755770928,0,3571.42857142857,337
12,90000,2,2,1,799999,13.5923657566493,0,7500,283
9,75000,2,2,1,585000,13.279367126214,0,8333.33333333333,380
17,149728.625,2,2,3,150000,11.9183905730784,0,8807.56617647059,227
3,20000,2,1,1,1199000,13.9969984340097,0,6666.66666666667,171
13,50600,1,2,3,290000,12.5776362019627,0,3892.30769230769,184
7,65000,1,2,1,1450000,14.1870741143968,1,9285.71428571429,26
12,75000,2,2,1,450000,13.0170028617465,0,6250,178
7,42193,1,2,3,390000,12.8739020181058,0,6027.57142857143,306
8,68500,1,2,3,651000,13.3862649211907,0,8562.5,380
5,57000,2,1,3,490000,13.1021606700868,0,11400,119
8,55000,1,1,1,695000,13.4516671245469,0,6875,168
15,83000,2,2,1,355000,12.7798730684576,0,5533.33333333333,151
9,110000,1,2,1,1599000,14.2848889918161,1,12222.2222222222,140
12,85800,2,1,1,460000,13.0389817684653,0,7150,178
11,60000,1,1,3,375000,12.8346813049525,0,5454.54545454545,103
10,149728.625,2,2,1,1125000,13.9332935936207,0,14972.8625,365
5,136927,1,2,1,1090000,13.9016882542053,0,27385.4,328
8,61000,1,2,3,450000,13.0170028617465,0,7625,81
6,52000,1,1,3,480000,13.0815413828841,0,8666.66666666667,206
6,70000,1,2,3,1150000,13.9552725003394,0,11666.6666666667,130
10,86000,2,1,1,825000,13.6231386653168,0,8600,178
7,108277,1,1,1,1845000,14.4279898354568,0,15468.1428571429,366
2,26000,2,1,3,935000,13.7483018082708,0,13000,231
9,82000,1,1,1,4175000,15.2446249162671,1,9111.11111111111,143
9,54000,2,2,3,364000,12.8049091466189,0,6000,219
1,17000,1,1,3,2025000,14.5210802585228,0,17000,268
4,62000,1,1,1,825000,13.6231386653168,0,15500,136
9,65000,1,1,1,599999,13.3046832675302,0,7222.22222222222,172
2,40000,1,1,3,5900000,15.5904629088759,1,20000,10
11,149728.625,1,2,1,1450000,14.1870741143968,0,13611.6931818182,363
14,149728.625,2,1,3,60000,11.0020998412042,0,10694.9017857143,43
7,29000,1,1,3,595000,13.2963166845278,0,4142.85714285714,219
2,80000,2,1,1,2720000,14.8161424382722,0,40000,366
8,80000,2,1,1,790000,13.5797882244432,0,10000,90
8,81000,1,2,3,615000,13.3293775467887,0,10125,196
12,149728.625,2,2,1,225000,12.3238556811866,0,12477.3854166667,222
13,60000,2,2,3,165000,12.0137007528827,0,4615.38461538462,103
9,68000,2,2,3,570000,13.2533916398107,0,7555.55555555556,321
4,39000,1,1,3,1725000,14.3607376084476,0,9750,77
11,85000,1,2,1,985000,13.8003969201542,0,7727.27272727273,128
9,1e+05,1,1,3,535000,13.1900220258781,1,11111.1111111111,61
4,25000,2,1,1,1365000,14.1266649866012,0,6250,130
8,120000,1,2,1,825000,13.6231386653168,0,15000,318
14,84000,2,2,3,185000,12.1281111040605,0,6000,226
7,115000,2,2,1,665000,13.407542319638,0,16428.5714285714,130
15,1e+05,2,2,3,2e+05,12.2060726455302,0,6666.66666666667,112
