"Age","kmDriven","Transmission","Owner","FuelType","AskPrice","LogAskPrice","isLuxury","kmPerYear","Brand_model"
5,78000,1,1,2,540000,13.1993244185405,0,15600,104
2,30000,1,2,3,750000,13.5278284855125,0,15000,285
9,48000,2,2,3,425000,12.9598444479066,0,5333.33333333333,71
3,50000,2,1,2,580000,13.2707833825226,0,16666.6666666667,210
14,64000,2,2,3,199000,12.2010601037066,0,4571.42857142857,104
10,80000,2,1,1,650000,13.3847276418718,0,8000,118
5,71000,2,2,1,990000,13.8054602221108,0,14200,199
6,105000,1,2,2,325000,12.6915804613119,0,17500,120
13,95000,2,2,1,690000,13.4444468765734,0,7307.69230769231,178
6,50000,2,2,3,435000,12.9831013100708,0,8333.33333333333,100
7,85000,1,2,1,1651000,14.3168917229023,1,12142.8571428571,389
9,39000,2,1,3,445000,13.0058295611484,0,4333.33333333333,218
4,45759,1,1,3,1346000,14.1126477891868,0,11439.75,135
11,41258,2,2,3,195000,12.1807548375459,0,3750.72727272727,95
11,120000,2,2,2,350000,12.7656884334656,0,10909.0909090909,199
10,95000,2,2,2,299999,12.6115344202994,0,9500,226
11,98530,2,1,3,245000,12.4090134895269,0,8957.27272727273,287
5,89000,1,2,1,8300000,15.9317660727668,1,17800,143
7,75000,1,2,3,765000,13.5476311128087,0,10714.2857142857,74
2,12000,2,1,3,660000,13.3999951140026,0,6000,323
13,81000,1,2,2,425000,12.9598444479066,0,6230.76923076923,358
6,114000,2,2,2,290000,12.5776362019627,0,19000,226
17,75000,1,1,2,87000,11.3736633976367,0,4411.76470588235,212
13,89000,2,2,1,1050000,13.8643007221337,0,6846.15384615385,363
7,51000,2,2,3,340000,12.7367008965923,0,7285.71428571429,374
7,75000,1,2,2,290000,12.5776362019627,0,10714.2857142857,286
9,65000,2,1,2,460000,13.0389817684653,0,7222.22222222222,218
9,77000,1,2,1,395000,12.8866410438833,0,8555.55555555555,319
8,75000,2,1,2,315000,12.6603279178078,0,9375,226
3,36250,2,1,3,575000,13.2621253197795,0,12083.3333333333,311
14,105000,2,2,3,130000,11.7752897294377,0,7500,103
7,124000,2,2,1,515000,13.1519221796459,0,17714.2857142857,219
7,149728.625,1,1,2,750000,13.5278284855125,0,21389.8035714286,185
2,40000,2,1,1,1420000,14.1661674295774,0,20000,171
8,110000,2,2,3,430000,12.9715404876697,0,13750,362
6,66200,2,2,2,320000,12.6760762747759,0,11033.3333333333,120
7,53000,1,1,2,465000,13.0497926845695,0,7571.42857142857,226
11,70000,2,1,1,320000,12.6760762747759,0,6363.63636363636,290
2,54000,2,1,2,1125000,13.9332935936207,0,27000,199
10,81000,2,2,2,190000,12.1547793511426,0,8100,112
15,71000,2,2,3,145000,11.8844890214027,0,4733.33333333333,183
13,149000,1,2,2,110000,11.6082356447746,0,11461.5384615385,86
4,65000,2,1,3,305000,12.6280670555895,0,16250,306
14,55000,1,2,2,220000,12.3013828253345,0,3928.57142857143,108
9,125000,1,2,2,6e+05,13.3046849341983,0,13888.8888888889,199
8,76000,2,1,1,325000,12.6915804613119,0,9500,157
13,57327,1,2,2,135000,11.8130300574206,0,4409.76923076923,184
5,41000,2,1,3,425000,12.9598444479066,0,8200,109
10,7000,1,1,3,8400000,15.9437422638135,1,700,299
9,50000,1,2,1,1575000,14.2697658302419,1,5555.55555555556,10
3,31000,2,1,3,520000,13.1615840905576,0,10333.3333333333,206
11,90000,1,2,1,899000,13.7090383134538,1,8181.81818181818,26
13,34799,2,1,3,345000,12.7512996960135,0,2676.84615384615,103
8,65000,2,1,3,4e+05,12.8992198260901,0,8125,100
2,27300,1,2,3,1295000,14.0740212531158,0,13650,135
7,70000,1,1,3,795000,13.5860973936365,0,10000,199
8,29750,2,2,2,335000,12.7218858108072,0,3718.75,227
9,72000,1,2,3,4211000,15.2532107071441,1,8000,262
9,1e+05,1,2,2,3e+05,12.6115377536383,0,11111.1111111111,219
8,149000,2,2,1,675000,13.4224679698547,0,18625,380
10,82310,2,2,3,360000,12.7938593104323,0,8231,100
14,72900,2,1,2,275000,12.5245263766487,0,5207.14285714286,286
5,149728.625,2,2,2,290000,12.5776362019627,0,29945.725,198
11,120000,1,2,2,450000,13.0170028617465,0,10909.0909090909,358
9,149728.625,2,2,1,450000,13.0170028617465,0,16636.5138888889,360
18,78374,2,2,2,145000,11.8844890214027,0,4354.11111111111,357
6,128000,1,1,1,670000,13.4150329913671,0,21333.3333333333,219
8,80000,2,2,2,250000,12.4292161968444,0,10000,186
11,46000,1,2,3,299000,12.6081988523728,0,4181.81818181818,72
4,76500,1,1,1,4450000,15.3084146541424,1,19125,27
10,89000,2,1,1,585000,13.279367126214,0,8900,358
8,81000,2,2,1,5e+05,13.1223633774043,1,10125,61
11,149728.625,2,2,1,1075000,13.8878312195439,0,13611.6931818182,365
7,61500,2,2,3,320000,12.6760762747759,0,8785.71428571429,306
13,88000,2,2,2,175000,12.0725412529057,0,6769.23076923077,229
9,82000,1,2,1,2450000,14.7115985825209,1,9111.11111111111,246
5,59000,1,1,3,475000,13.0710700830168,0,11800,216
8,41000,2,2,3,750000,13.5278284855125,0,5125,199
0,149728.625,2,2,2,65000,11.0821425488778,0,Inf,184
10,98400,2,2,1,345000,12.7512996960135,0,9840,290
2,26000,1,2,3,1e+06,13.8155105579643,0,13000,196
13,65000,2,2,1,240000,12.3883942023241,0,5000,380
10,49000,2,2,2,450000,13.0170028617465,0,4900,108
8,15,1,1,2,150000,11.9183905730784,0,1.875,334
2,20591,1,1,2,5275000,15.4784892373264,1,10295.5,392
6,104000,1,1,1,695000,13.4516671245469,0,17333.3333333333,210
6,65000,2,1,1,970000,13.7850513504796,0,10833.3333333333,178
15,80000,1,2,2,275000,12.5245263766487,0,5333.33333333333,74
9,38000,2,1,3,5e+05,13.1223633774043,0,4222.22222222222,104
11,106000,1,2,2,450000,13.0170028617465,0,9636.36363636364,358
5,123000,1,1,2,310000,12.6443275764613,0,24600,109
2,30000,1,1,1,3850000,15.163583706264,0,15000,134
9,149728.625,2,2,1,1250000,14.0386541092785,0,16636.5138888889,365
3,65000,1,1,1,975000,13.79019274998,0,21666.6666666667,136
1,9990,1,1,2,1100000,13.9108207377686,0,9990,199
13,76000,2,1,2,2e+05,12.2060726455302,0,5846.15384615385,219
5,61000,1,1,3,645000,13.3770055957779,0,12200,190
1,7900,1,1,1,4575000,15.3361172566918,0,7900,363
7,50000,2,2,2,796000,13.5873544648265,0,7142.85714285714,199
5,30000,1,2,1,2499999,14.7318008898383,1,6000,252
4,65874,2,2,2,490000,13.1021606700868,0,16468.5,226
6,54855,1,1,1,6750000,15.7250530628487,1,9142.5,260
2,149728.625,1,1,2,170000,12.0435537160324,0,74864.3125,216
6,35000,1,1,1,3200000,14.97866136777,0,5833.33333333333,125
6,72000,2,1,2,525000,13.1711535415738,0,12000,190
12,118000,1,2,1,785000,13.5734389967645,1,9833.33333333333,247
4,95000,1,1,3,751000,13.5291609307463,0,23750,192
16,92000,1,2,2,270000,12.5061772379805,0,5750,358
12,110000,1,2,2,105000,11.5617156291397,0,9166.66666666667,226
4,48963,2,1,2,470000,13.0604879736862,0,12240.75,227
10,104600,2,2,1,475000,13.0710700830168,0,10460,376
14,80000,1,2,2,230000,12.3458345879053,0,5714.28571428571,103
5,65000,2,1,1,399999,12.899217326087,0,13000,224
7,94000,1,2,1,799000,13.5911162247484,0,13428.5714285714,225
7,83000,2,1,1,550000,13.2176735572087,0,11857.1428571429,319
9,59000,1,1,1,1050000,13.8643007221337,1,6555.55555555556,389
9,102000,1,1,2,4e+05,12.8992198260901,0,11333.3333333333,71
7,142000,1,2,2,340000,12.7367008965923,0,20285.7142857143,198
7,84000,1,2,2,935000,13.7483018082708,0,12000,92
9,5656,2,1,1,3e+05,12.6115377536383,0,628.444444444444,199
16,98000,1,2,3,350000,12.7656884334656,0,6125,77
6,32000,2,1,3,5e+05,13.1223633774043,1,5333.33333333333,60
5,30500,1,2,3,642000,13.3723435826721,0,6100,71
1,8394,2,1,3,1437000,14.1780681650612,0,8394,90
14,60565,2,2,1,280000,12.5425448821514,0,4326.07142857143,342
5,68000,2,2,2,410000,12.9239124386805,0,13600,193
8,69000,1,2,1,2950000,14.897315728316,1,8625,12
3,68000,2,1,2,695000,13.4516671245469,0,22666.6666666667,89
5,49000,2,2,2,535000,13.1900220258781,0,9800,100
9,73000,1,1,1,999000,13.8145100576307,1,8111.11111111111,10
10,125000,2,2,1,750000,13.5278284855125,0,12500,365
14,123300,1,2,2,180000,12.1007121298723,0,8807.14285714286,198
6,79000,2,1,1,670000,13.4150329913671,0,13166.6666666667,218
12,89000,2,1,1,243000,12.4008167223227,0,7416.66666666667,218
5,78000,2,1,2,425000,12.9598444479066,0,15600,193
10,62000,2,2,3,395000,12.8866410438833,0,6200,100
1,49000,2,1,1,1575000,14.2697658302419,0,49000,171
4,68000,1,1,2,325000,12.6915804613119,0,17000,306
7,84000,2,2,3,550000,13.2176735572087,0,12000,85
10,149728.625,1,2,2,3e+05,12.6115377536383,0,14972.8625,193
5,76000,1,1,1,2975000,14.9057545969619,1,15200,395
7,149728.625,1,1,1,2750000,14.8271114696428,1,21389.8035714286,258
8,82000,2,2,3,3e+05,12.6115377536383,0,10250,100
12,85000,1,1,1,8e+05,13.5923670066501,1,7083.33333333333,17
1,10000,1,1,3,5500000,15.5202586502027,1,10000,239
6,43000,1,1,1,2300000,14.6484196808994,1,7166.66666666667,26
12,105000,2,2,2,450000,13.0170028617465,0,8750,199
16,149728.625,2,1,1,390001,12.8739045822051,0,9358.0390625,165
7,50000,2,2,2,5e+05,13.1223633774043,0,7142.85714285714,190
8,135000,2,1,1,295000,12.594730635322,0,16875,119
2,69000,2,1,3,665000,13.407542319638,0,34500,219
11,62000,1,2,3,325000,12.6915804613119,0,5636.36363636364,386
13,70000,2,2,2,199000,12.2010601037066,0,5384.61538461538,39
10,110000,1,1,2,610000,13.3212142361495,0,11000,358
9,68530,2,2,1,325000,12.6915804613119,1,7614.44444444444,61
4,42349,1,2,1,3790000,15.1478765770586,1,10587.25,247
7,62000,1,2,2,340000,12.7367008965923,0,8857.14285714286,227
7,35866,1,1,2,499536,13.1214349465458,0,5123.71428571429,190
9,78000,2,1,1,450000,13.0170028617465,0,8666.66666666667,304
0,16500,1,1,2,9e+05,13.7101500423064,0,Inf,190
9,65000,1,2,3,399000,12.896716695872,0,7222.22222222222,193
6,43000,1,1,1,1890000,14.4520873870358,1,7166.66666666667,390
13,80000,2,2,1,190000,12.1547793511426,0,6153.84615384615,219
1,28000,1,2,1,1925000,14.470436525704,0,28000,88
5,60000,2,2,2,535000,13.1900220258781,0,12000,71
9,71000,2,1,1,399000,12.896716695872,0,7888.88888888889,319
2,46000,1,1,2,1175000,13.9767787055604,0,23000,199
5,149728.625,1,2,2,650000,13.3847276418718,0,29945.725,199
7,100500,2,2,1,345000,12.7512996960135,0,14357.1428571429,100
2,52000,2,1,3,1175000,13.9767787055604,0,26000,199
7,57452,2,1,3,490000,13.1021606700868,0,8207.42857142857,103
3,24000,1,1,3,925000,13.7375490164946,0,8000,339
11,126800,2,2,3,360000,12.7938593104323,0,11527.2727272727,226
8,81000,2,2,1,699000,13.4574060212159,0,10125,178
15,120000,2,2,1,130000,11.7752897294377,0,8000,332
13,75000,2,2,3,245000,12.4090134895269,0,5769.23076923077,103
14,149728.625,2,2,1,280000,12.5425448821514,0,10694.9017857143,342
13,90000,1,2,3,399999,12.899217326087,0,6923.07692307692,79
0,2000,2,1,2,1450000,14.1870741143968,0,Inf,204
3,149728.625,1,1,2,370000,12.8212582846204,0,49909.5416666667,198
10,25300,2,1,1,574000,13.2603846753017,0,2530,221
3,77000,1,1,1,2651000,14.7904474852712,0,25666.6666666667,366
15,120000,2,2,2,210000,12.2548628096996,0,8000,358
3,62457,2,1,2,565000,13.2445810101286,0,20819,101
2,500,1,1,3,6550000,15.6949756076114,1,250,25
18,1e+05,2,2,3,210000,12.2548628096996,0,5555.55555555556,218
11,99000,2,1,1,180000,12.1007121298723,1,9000,65
6,58000,1,2,3,530000,13.1806322855283,0,9666.66666666667,193
8,74000,1,2,2,850000,13.6529916284665,0,9250,90
9,51000,2,1,3,240000,12.3883942023241,0,5666.66666666667,226
12,62816,1,1,3,435000,12.9831013100708,0,5234.66666666667,218
1,40000,2,1,1,1380000,14.1375940571334,0,40000,171
7,49000,2,2,3,360000,12.7938593104323,0,7000,193
6,34200,1,1,2,590000,13.2878778158819,0,5700,210
10,72000,1,1,3,345000,12.7512996960135,0,7200,193
6,58000,1,1,2,555000,13.2267233927286,0,9666.66666666667,219
0,37500,1,1,2,3e+05,12.6115377536383,0,Inf,219
10,83000,2,1,2,470000,13.0604879736862,0,8300,219
15,149728.625,2,2,2,115000,11.6526874073454,0,9981.90833333333,218
4,40000,1,1,3,4e+06,15.2018049190842,1,10000,247
8,110000,1,2,2,299000,12.6081988523728,0,13750,193
7,58100,1,2,1,1260000,14.0466222789277,0,8300,178
13,95000,2,2,3,265000,12.4874851049684,0,7307.69230769231,286
6,80000,2,2,1,750000,13.5278284855125,0,13333.3333333333,130
12,77000,2,2,2,265000,12.4874851049684,0,6416.66666666667,226
2,37000,2,1,2,650000,13.3847276418718,0,18500,349
10,62500,2,1,3,284999,12.5602409504727,0,6250,119
4,40000,1,1,1,1750000,14.3751263458997,0,10000,366
4,65000,2,1,2,525000,13.1711535415738,0,16250,218
2,25000,1,1,2,825000,13.6231386653168,0,12500,219
13,70000,2,2,1,195000,12.1807548375459,1,5384.61538461538,65
6,78900,1,1,1,2e+06,14.5086577385242,1,13150,253
10,58000,2,1,2,249000,12.4252081754468,0,5800,226
10,111000,2,1,1,7e+05,13.4588356140255,0,11100,151
6,26000,2,1,2,490000,13.1021606700868,0,4333.33333333333,193
12,121981,1,2,2,160000,11.982929094216,0,10165.0833333333,226
2,33,2,1,2,880000,13.6876771864544,0,16.5,219
4,27800,2,1,3,520000,13.1615840905576,0,6950,311
10,63000,1,2,2,1011111,13.8265602842607,0,6300,356
9,22000,1,2,3,269000,12.502466658584,0,2444.44444444444,337
6,55000,1,1,3,4400000,15.2971150988885,1,9166.66666666667,247
10,152,2,2,1,450000,13.0170028617465,0,15.2,303
13,79000,1,1,1,1275000,14.0584567365747,1,6076.92307692308,20
3,59084,1,1,3,1565000,14.2633963819564,0,19694.6666666667,382
11,76000,2,2,2,525000,13.1711535415738,0,6909.09090909091,199
8,75000,1,2,3,530000,13.1806322855283,0,9375,377
8,73860,1,2,2,317000,12.6666570528594,0,9232.5,226
10,72000,1,1,3,525000,13.1711535415738,0,7200,72
6,67000,2,1,2,490000,13.1021606700868,0,11166.6666666667,362
9,68000,2,2,1,310000,12.6443275764613,0,7555.55555555556,100
2,11500,1,1,3,3600000,15.0964444034263,0,5750,363
10,45000,2,2,3,85000,11.3504065354725,0,4500,337
9,80000,2,2,2,255000,12.4490188241406,0,8888.88888888889,227
9,97422,2,2,1,350000,12.7656884334656,0,10824.6666666667,71
13,57000,1,2,3,599999,13.3046832675302,1,4384.61538461538,26
3,42470,2,1,3,725000,13.4939269338368,0,14156.6666666667,190
10,91000,2,2,1,450000,13.0170028617465,0,9100,93
10,1e+05,1,2,1,350000,12.7656884334656,0,10000,100
2,99999,2,2,2,530000,13.1806322855283,0,49999.5,193
7,71000,1,1,1,745000,13.5211394973617,0,10142.8571428571,178
10,60000,2,2,2,350000,12.7656884334656,0,6000,100
15,113000,2,2,1,225000,12.3238556811866,0,7533.33333333333,332
17,100,2,1,3,1e+05,11.5129254649702,0,5.88235294117647,98
8,42000,1,1,3,2450000,14.7115985825209,1,5250,8
1,7000,1,1,3,18500000,16.7332812900486,1,7000,24
7,107000,1,2,2,285000,12.5602444592508,0,15285.7142857143,71
14,48552,2,1,3,178000,12.0895388292742,0,3468,185
2,20596,2,1,1,1090000,13.9016882542053,0,10298,116
6,45125,2,1,3,235000,12.3673407931263,0,7520.83333333333,49
4,65000,1,1,2,480000,13.0815413828841,0,16250,226
2,15000,1,1,2,550000,13.2176735572087,0,7500,198
10,58000,2,2,3,250000,12.4292161968444,0,5800,71
10,80000,2,2,2,430000,12.9715404876697,0,8000,82
12,149728.625,2,2,1,240000,12.3883942023241,0,12477.3854166667,175
12,80000,1,1,3,375000,12.8346813049525,0,6666.66666666667,219
14,41250,2,2,3,95000,11.4616321705827,0,2946.42857142857,112
7,47513,2,1,3,630000,13.3534750983677,0,6787.57142857143,380
3,36000,1,1,3,1490000,14.2142866779216,0,12000,316
2,44000,1,1,1,1690000,14.3402390868993,0,22000,90
8,82000,2,1,1,625000,13.3455069287185,0,10250,93
9,103000,1,1,2,4e+05,12.8992198260901,0,11444.4444444444,71
13,67000,2,2,3,235000,12.3673407931263,0,5153.84615384615,184
7,82000,2,1,2,350000,12.7656884334656,0,11714.2857142857,187
12,85000,1,2,2,110000,11.6082356447746,0,7083.33333333333,201
14,80000,1,2,2,250000,12.4292161968444,0,5714.28571428571,77
2,50000,2,1,2,639999,13.3692218928346,0,25000,101
2,13800,2,2,1,1250000,14.0386541092785,0,6900,171
11,30,1,2,2,120000,11.6952470217642,0,2.72727272727273,198
2,21700,1,2,1,1475000,14.2041685477561,0,10850,171
7,68000,2,1,3,475000,13.0710700830168,0,9714.28571428571,85
4,55000,1,2,2,325000,12.6915804613119,0,13750,306
7,74000,1,2,3,765000,13.5476311128087,0,10571.4285714286,74
7,61200,2,1,2,385000,12.8609986132699,0,8742.85714285714,226
7,63000,2,1,2,440000,12.9945300058944,0,9000,198
6,25000,1,1,3,425000,12.9598444479066,0,4166.66666666667,206
10,60000,2,2,2,399000,12.896716695872,0,6000,118
6,72000,2,1,3,320000,12.6760762747759,0,12000,188
9,52000,1,1,3,599000,13.3030168770976,0,5777.77777777778,74
8,69000,1,2,2,489999,13.1021586292684,0,8625,190
5,60000,1,1,3,950000,13.7642172635767,0,12000,199
8,77500,1,2,2,489999,13.1021586292684,0,9687.5,190
1,10000,2,1,2,1250000,14.0386541092785,0,10000,231
8,100906,1,1,3,1575000,14.2697658302419,0,12613.25,356
2,54000,1,1,3,725000,13.4939269338368,0,27000,311
3,16500,1,2,3,840000,13.6411571708195,0,5500,364
4,68000,2,2,3,49999,10.8197582842103,0,17000,226
8,78000,1,2,1,2349000,14.669500263641,1,9750,30
13,149728.625,2,1,1,320000,12.6760762747759,0,11517.5865384615,213
6,35933,1,1,3,560001,13.235693848424,0,5988.83333333333,100
7,77000,2,1,2,420000,12.9480099902596,0,11000,226
1,20000,1,1,2,6e+05,13.3046849341983,0,20000,216
2,14555,1,1,1,1095000,13.9062649212327,0,7277.5,176
6,49000,1,1,3,505000,13.1323137082575,0,8166.66666666667,193
2,69000,2,1,1,1050000,13.8643007221337,0,34500,176
6,72000,2,2,2,690000,13.4444468765734,0,12000,199
13,70000,2,2,2,240000,12.3883942023241,0,5384.61538461538,358
3,67000,2,1,2,1080000,13.8924715991004,0,22333.3333333333,199
16,117815,2,1,1,735000,13.507625778195,0,7363.4375,365
7,81000,2,1,2,375000,12.8346813049525,0,11571.4285714286,71
15,65000,2,1,3,210000,12.2548628096996,0,4333.33333333333,112
8,78000,2,2,2,399999,12.899217326087,0,9750,360
5,86000,2,1,2,299000,12.6081988523728,0,17200,186
8,78000,1,1,1,650000,13.3847276418718,0,9750,319
5,34750,1,1,3,650000,13.3847276418718,0,6950,373
17,79000,2,2,2,160000,11.982929094216,0,4647.05882352941,103
5,52500,1,2,3,1300000,14.0778748224318,0,10500,130
11,65000,2,2,3,225000,12.3238556811866,0,5909.09090909091,94
4,32000,2,1,3,690000,13.4444468765734,0,8000,190
8,115000,1,2,1,640000,13.3692234553359,0,14375,386
8,64000,1,1,1,2149000,14.5805131756246,1,8000,19
10,149728.625,2,2,1,925000,13.7375490164946,0,14972.8625,365
9,70000,1,2,1,1450000,14.1870741143968,1,7777.77777777778,247
12,105000,1,1,1,990000,13.8054602221108,1,8750,17
6,68445,2,1,1,590000,13.2878778158819,0,11407.5,224
17,50000,1,1,2,52999,10.8780283244317,0,2941.17647058824,109
7,58680,2,2,2,675000,13.4224679698547,0,8382.85714285714,199
10,87000,2,2,3,315000,12.6603279178078,0,8700,71
3,55000,2,1,3,625000,13.3455069287185,0,18333.3333333333,93
11,113000,2,1,2,399000,12.896716695872,0,10272.7272727273,219
3,38000,2,1,2,559000,13.2339047521372,0,12666.6666666667,227
12,81000,2,1,3,350000,12.7656884334656,0,6750,380
3,53885,1,1,2,1090000,13.9016882542053,0,17961.6666666667,199
11,68000,1,2,2,355000,12.7798730684576,0,6181.81818181818,97
13,54001,2,1,2,351000,12.768541502448,0,4153.92307692308,218
1,48000,2,1,2,1e+06,13.8155105579643,0,48000,199
12,149728.625,1,2,2,2e+05,12.2060726455302,0,12477.3854166667,198
5,46000,1,1,3,1390000,14.1448143051069,0,9200,130
9,69000,1,1,2,525000,13.1711535415738,0,7666.66666666667,74
7,83000,1,1,2,550000,13.2176735572087,0,11857.1428571429,196
2,59000,1,1,2,680000,13.4298480771523,0,29500,89
16,63900,2,2,3,135000,11.8130300574206,0,3993.75,112
9,76000,2,1,2,355000,12.7798730684576,0,8444.44444444445,218
9,40000,2,2,1,399000,12.896716695872,0,4444.44444444444,376
11,85000,2,2,1,325000,12.6915804613119,0,7727.27272727273,319
0,13000,2,1,3,1200000,13.9978321147582,0,Inf,320
8,110000,1,1,3,1325000,14.0969230174025,0,13750,79
7,31853,1,1,2,529000,13.1787437108404,0,4550.42857142857,190
13,149728.625,2,1,3,250000,12.4292161968444,0,11517.5865384615,360
9,92600,1,2,2,260000,12.4684369099977,0,10288.8888888889,226
10,55468,1,1,1,1545000,14.250534468314,1,5546.8,17
3,65000,1,2,1,1295000,14.0740212531158,0,21666.6666666667,171
6,58526,2,1,2,339000,12.7337553863626,0,9754.33333333333,349
7,84000,1,2,1,755000,13.5344730282312,0,12000,292
11,135000,2,2,1,694999,13.451665685697,0,12272.7272727273,365
10,52000,2,2,3,165000,12.0137007528827,0,5200,212
8,40000,2,1,3,449000,13.0147781667244,0,5000,319
5,62400,2,1,2,470000,13.0604879736862,0,12480,198
3,57000,1,1,1,2150000,14.5809784001038,0,19000,366
6,78000,2,2,2,5e+05,13.1223633774043,0,13000,190
10,42000,2,1,3,385000,12.8609986132699,0,4200,193
4,114000,2,2,2,410000,12.9239124386805,0,28500,193
5,63205,1,1,2,520000,13.1615840905576,0,12641,194
13,74749,2,1,3,149000,11.9117015849276,0,5749.92307692308,104
13,90000,2,2,2,211000,12.2596134124582,0,6923.07692307692,198
4,67000,2,1,2,425000,12.9598444479066,0,16750,198
14,70000,2,2,2,260000,12.4684369099977,0,5000,103
5,35000,1,2,3,1200000,13.9978321147582,0,7000,199
6,43000,1,1,2,540000,13.1993244185405,0,7166.66666666667,349
4,40000,2,2,1,1300000,14.0778748224318,0,10000,268
11,90000,2,1,3,95000,11.4616321705827,0,8181.81818181818,187
2,75000,2,1,1,1300000,14.0778748224318,0,37500,90
12,110000,2,2,1,239000,12.3842188309136,0,9166.66666666667,286
9,75000,1,1,1,1275000,14.0584567365747,1,8333.33333333333,247
1,10500,1,1,3,2121000,14.5673982335468,0,10500,268
9,115000,1,2,2,1251111,14.0395425145296,0,12777.7777777778,356
10,62000,1,1,1,435000,12.9831013100708,0,6200,36
6,34000,2,1,3,4e+05,12.8992198260901,0,5666.66666666667,306
2,12080,1,1,3,610000,13.3212142361495,0,6040,198
9,91386,1,2,3,587000,13.2827800988102,0,10154,74
9,71700,1,2,1,3200000,14.97866136777,1,7966.66666666667,251
7,61000,2,1,1,875000,13.6819791653398,0,8714.28571428571,178
3,42000,2,1,2,509900,13.1419699070432,0,14000,227
7,57000,2,1,2,385000,12.8609986132699,0,8142.85714285714,100
12,85000,2,2,1,155000,11.9511803959014,1,7083.33333333333,65
1,5000,1,1,2,750000,13.5278284855125,0,5000,218
6,49000,2,2,3,689000,13.4429965499958,1,8166.66666666667,61
7,140000,1,1,1,2100000,14.5574479026937,0,20000,366
6,14600,1,2,1,1049000,13.8633478873784,0,2433.33333333333,92
13,57000,2,2,3,180000,12.1007121298723,0,4384.61538461538,333
7,60000,2,1,2,410000,12.9239124386805,0,8571.42857142857,100
9,29000,2,2,3,237000,12.3758154201173,0,3222.22222222222,95
16,149728.625,1,2,2,150000,11.9183905730784,0,9358.0390625,74
5,59000,1,1,3,24900000,17.0303783614349,1,11800,250
11,79000,2,2,1,4e+05,12.8992198260901,0,7181.81818181818,97
6,70000,1,2,2,450000,13.0170028617465,0,11666.6666666667,190
9,149728.625,1,2,3,450000,13.0170028617465,0,16636.5138888889,74
3,60000,1,1,2,450000,13.0170028617465,0,20000,198
14,76000,2,2,2,80000,11.289781913656,0,5428.57142857143,112
6,40000,1,1,3,505000,13.1323137082575,0,6666.66666666667,100
7,52350,1,1,2,299000,12.6081988523728,0,7478.57142857143,187
14,120000,2,2,2,2e+05,12.2060726455302,0,8571.42857142857,219
11,82000,1,2,2,440000,12.9945300058944,0,7454.54545454545,358
8,85000,2,2,1,465000,13.0497926845695,0,10625,100
3,34000,1,1,2,899000,13.7090383134538,0,11333.3333333333,136
11,75000,2,1,3,395000,12.8866410438833,0,6818.18181818182,74
17,115000,2,2,2,113000,11.6351430976945,0,6764.70588235294,76
5,86270,2,1,1,1025000,13.8402031705546,0,17254,180
9,106000,2,1,3,266000,12.4912515877638,0,11777.7777777778,119
14,81000,1,1,1,650000,13.3847276418718,1,5785.71428571429,247
12,29900,2,1,1,549000,13.2158537204917,0,2491.66666666667,386
4,95000,2,1,1,1200000,13.9978321147582,0,23750,90
4,62370,1,2,2,675000,13.4224679698547,0,15592.5,89
10,147000,2,2,2,275000,12.5245263766487,0,14700,186
3,65000,2,1,2,525000,13.1711535415738,0,21666.6666666667,226
5,48000,1,1,1,2195000,14.6016926044914,1,9600,26
8,90000,2,1,2,375000,12.8346813049525,0,11250,100
2,65550,2,1,1,1400000,14.1519827945855,0,32775,327
2,42000,1,1,3,3450000,15.0538847890075,0,21000,356
3,88000,1,1,3,650000,13.3847276418718,0,29333.3333333333,210
12,51000,1,2,2,675000,13.4224679698547,0,4250,358
9,38000,1,1,2,650000,13.3847276418718,0,4222.22222222222,74
9,1e+05,2,2,2,365000,12.8076526325646,0,11111.1111111111,198
3,14125,2,1,3,1152000,13.957010120238,0,4708.33333333333,90
19,65000,1,2,2,175000,12.0725412529057,0,3421.05263157895,357
14,54000,2,2,2,195000,12.1807548375459,0,3857.14285714286,229
10,149728.625,1,2,3,360000,12.7938593104323,0,14972.8625,74
2,17000,1,1,3,11800000,16.2836100894359,0,8500,372
4,12000,1,1,1,1550000,14.2537654888954,0,3000,327
2,25000,1,1,3,3975000,15.1955353060706,0,12500,277
8,149728.625,2,2,1,135000,11.8130300574206,0,18716.078125,331
11,96000,1,2,3,369000,12.8185519230227,0,8727.27272727273,74
2,25000,2,2,2,545000,13.2085410736454,0,12500,227
2,26000,1,1,3,3990000,15.199301788866,1,13000,26
14,55000,2,2,2,110000,11.6082356447746,0,3928.57142857143,103
9,45000,2,1,2,475000,13.0710700830168,0,5000,339
4,80000,1,1,2,680000,13.4298480771523,0,20000,199
14,63000,2,2,2,186000,12.1335019526953,0,4500,103
7,62000,1,2,3,382000,12.8531758875887,0,8857.14285714286,193
8,51000,1,2,1,1800000,14.4032972228664,1,6375,389
7,33000,1,2,3,5800000,15.5733684755166,1,4714.28571428571,243
7,69000,1,1,3,685000,13.4371741172444,0,9857.14285714286,190
14,92000,2,1,2,125000,11.7360690162844,0,6571.42857142857,74
6,149728.625,2,1,2,260000,12.4684369099977,0,24954.7708333333,120
3,24000,2,1,3,780000,13.5670491986658,0,8000,339
9,8500,2,1,1,350000,12.7656884334656,0,944.444444444444,172
4,71200,1,1,2,4e+05,12.8992198260901,0,17800,306
